2	2.2	1.4	0.05	0	200	100	1.3333	0	1.96	20	0.01118	-6.48516	-8.8086	-1.42994	-2.38323	15.0122	0.0430985	0.171451	2.25E-07	2.95E-06	9.65E-05	0.0226332	0.0301705	0.13479	3.26E-07	2.39E-05	5.54E-05	0.39928	0.0203555	0.00107069	0.0499277	0.00313086	0.0140245	0.000973098	0.0203152	0.0191908	0.0703405	0.0191717	1.00162	0.00162423	0.945072	3.49578	0.0682096	0.0160272	0.000981768	0.0193647	0.018301	0.0672745	0.0182739	1.00135	9.05156	5.13011	0.229548	0.0136242	0.00588065	9.94E-06	0.000130159	0	0	0	0	0.0693858	0.0612564	1.13271	0.898061	1.001	0.690345	1.0024	1.00914	0.875042	0.991169	1.04908	1.04862	1.04558	0.00406791		
2	2.2	1.4	0.05	0	200	100	1.3333	0	1.96	20	0.01118	-6.48516	-8.8086	-1.42994	-2.38323	15.0122	0.0430985	0.171451	2.25E-07	2.95E-06	9.65E-05	0.0226332	0.0301705	0.13479	3.26E-07	2.39E-05	5.54E-05	0.39928	0.0203555	0.00107069	0.0499277	0.00313086	0.0140245	0.000973098	0.0203152	0.0191908	0.0703405	0.0191717	1.00162	0.00162423	0.945072	3.49578	0.0682096	0.0160272	0.000981768	0.0193647	0.018301	0.0672745	0.0182739	1.00135	9.05156	5.13011	0.229548	0.0136242	0.00588065	9.94E-06	0.000130159	0	0	0	0	0.0693858	0.0612564	1.13271	0.898061	1.001	0.690345	1.0024	1.00914	0.875042	0.991169	1.04908	1.04862	1.04558	0.00406791		
2	2.2	1.4	0.05	0	200	100	1.3333	0	1.96	20	0.01118	-6.48516	-8.8086	-1.42994	-2.38323	15.0122	0.0430985	0.513625	3.81E-08	6.93E-08	1.35E-05	0.00347975	0.0276586	0.0324364	1.10E-07	2.00E-07	7.88E-09	0.399453	0.0131659	0.000615082	0.018619	0.000917623	0.00125548	7.93E-05	0.00346433	0.00327767	0.0121008	0.0032762	1.00076	0.000488439	0.945025	3.49564	0.0680791	0.000598052	3.67E-05	0.00427186	0.00404103	0.014946	0.0040376	1.00084	9.98653	4.71553	0.533634	0.548881	13.9532	1.09E-05	1.99E-05	0	0	0	0	0.0631395	0.0613048	1.02993	0.900495	1.00045	0.362402	1.00235	1.0091	2.09928	2.16211	0.810966	0.811097	0.809634	0.00122277		
1.14107	1.25517	1.4	0.05	0.99	200	100	1.3333	0	1.1182	20	0.01118	-6.11626	-8.19377	-1.44638	-2.41063	14.9913	1.5708	0.468562	-1.79E-08	-8.55E-08	1.57E-05	0.000365605	0.117211	0.617608	1.92E-07	1.86E-05	4.70E-06	0.0571283	0.00201541	0.000375968	0.00319227	0.000784091	0.000371209	0.000126803	0.000432161	0.00032191	0.000686804	0.000321691	1.00076	0.00355178	0.743802	1.58995	0.362958	0.000377884	0.000126155	0.000414162	0.000308947	0.000659741	0.000308552	1.00131	1.37495	1.28871	0.539376	0.0103381	0.0408037	-4.89E-05	-0.000233777	0.270194	1.4237	0.430025	0.566204	0.341595	0.333847	1.02321	0.919795	1.00068	0.858959	1.01064	1.01376	0.982336	1.00514	1.04346	1.04196	1.04102	0.062172		
1.14107	1.25517	1.4	0.05	0.99	200	100	1.3333	0	1.1182	20	0.01118	-6.11626	-8.19377	-1.44638	-2.41063	14.9913	1.5708	0.465993	-3.08E-07	-4.65E-07	1.37E-05	0.000204651	0.0979794	0.215823	1.69E-06	1.14E-05	1.95E-08	0.057451	0.011369	0.00144053	0.0133282	0.00201312	0.000449387	0.000155839	0.000228175	0.000169785	0.000362159	0.000169667	1.00081	0.00366312	0.743934	1.59034	0.362982	0.000338009	0.000114169	0.000215692	0.000160877	0.000343571	0.000160678	1.00129	1.37097	1.33871	0.459174	0.148226	86.5708	-0.00150709	-0.00227203	0.225861	0.497512	0.292085	0.348181	0.346781	0.337768	1.02668	0.930535	1.0007	1.96949	1.01082	1.01401	1.32951	1.36499	1.05787	1.05537	1.0541	0.0637608		
2	2.2	0.82	0.2	0	200	100	1.3333	0	1.96	20	0.089443	-6.48516	-8.8086	-1.42994	-2.38323	8.95613	0.285016	0.726389	9.01E-06	0.00452561	0.000701864	0.960037	0.0161074	0.0377009	0.000100236	0.00222979	0.00020194	0.40006	0.135061	0.00373204	1.2777	0.0648366	0.749215	0.0391149	0.784667	0.730379	2.2139	0.714556	1.0268	0.00950526	0.949332	3.47307	0.0693014	0.882664	0.0325362	0.596462	0.565239	1.77216	0.549327	1.02482	6.24491	3.20063	0.608304	0.0449532	0.496364	9.38E-06	0.00471399	0	0	0	0	0.0522078	0.0368614	1.41633	0.5319	1.02214	0.954819	1.00692	1.00259	0.848812	1.20219	1.31553	1.29216	1.24926	0.0237596		
2	2.2	0.82	0.2	0	200	100	1.3333	0	1.96	20	0.089443	-6.48516	-8.8086	-1.42994	-2.38323	8.95613	0.285016	0.4724	2.24E-10	1.37E-06	5.26E-06	0.112166	0.000877106	0.000885074	3.59E-06	6.92E-06	4.15E-07	0.39176	0.0346011	2.93E-05	0.111056	0.00271179	0.0247874	0.00133382	0.110904	0.107842	0.40276	0.107068	1.01098	0.00135434	0.952962	3.589	0.0702866	0.0131951	0.000637265	0.0940297	0.0910523	0.342322	0.0899324	1.01251	4.5393	2.19093	0.476883	0.519319	8.65077	1.99E-09	1.22E-05	0	0	0	0	0.0538105	0.0482957	1.11419	0.687124	1.00723	0.223503	1.01077	1.03606	1.87853	2.09304	1.17946	1.1844	1.17655	0.00345708		
1.14107	1.25517	0.82	0.2	0.99	200	100	1.3333	0	1.1182	20	0.089443	-6.11626	-8.19377	-1.44638	-2.41063	2.61576	0.285016	3.12027	-6.44E-06	-0.000195287	0.000104055	0.0258841	-2.54614	2.90653	6.84E-05	0.00362519	3.83E-05	0.070688	0.0492534	0.0075427	0.137579	0.0330885	0.0398277	0.0126179	0.0228829	0.018311	0.038429	0.0180516	1.01523	0.0170694	0.773076	1.66429	0.366802	0.0339555	0.010494	0.0199797	0.0162962	0.0346397	0.0159581	1.02079	1.34537	1.25074	0.763875	0.0188619	1.78323	-0.000248719	-0.00754469	-5.86934	6.70008	0.353018	0.554409	0.316813	0.309052	1.02511	0.842559	1.01437	1.7405	1.05042	1.06116	1.17294	1.20239	1.14531	1.12364	1.10939	0.241475		
2	2.2	1.4	0.05	0	128	128	1.3333	0	1.96	20	0.05	-3.48105	-5.80174	-1.43041	-2.38402	15.0113	0.0494524	0.318376	5.75E-10	1.31E-06	0.0145277	0.0320633	0.0214021	0.0740372	5.20E-08	1.34E-05	4.30E-05	0.410961	0.00411652	2.84E-05	0.0182592	0.000910376	0.00934622	0.000590753	0.014394	0.0136025	0.0491619	0.0135795	1.00318	0.00125847	0.945346	3.50001	0.0681844	0.00788744	0.000463453	0.0182758	0.017287	0.063806	0.017266	1.00112	6.22828	2.59843	0.544736	0.00389005	0.00120962	1.79E-08	4.08E-05	0	0	0	0	0.0632077	0.0587583	1.07572	0.861756	1.00169	0.649313	1.00269	1.01037	1.18495	1.27468	0.787601	0.786862	0.77049	0.00306226		
2	2.2	1.4	0.05	0	128	128	1.3333	0	1.96	20	0.05	-3.48105	-5.80174	-1.43041	-2.38402	15.0113	0.0494524	1.29727	2.22E-10	1.97E-06	0.0157683	0.0378322	-1.11727	1.21061	4.14E-09	7.80E-06	3.76E-05	0.410369	0.000995707	1.82E-05	0.014339	0.00102177	0.00916397	0.000690169	0.0164756	0.0155874	0.0561165	0.0155579	1.00311	0.00177307	0.946874	3.52116	0.0684818	0.00829734	0.000519941	0.019229	0.0182198	0.0673426	0.0181862	1.00161	5.93342	2.73497	0.785209	0.00053049	0.00010988	5.86E-09	5.20E-05	0	0	0	0	0.0753133	0.0626635	1.20187	0.915039	1.0019	0.556215	1.00431	1.01647	1.10445	1.3274	0.856811	0.855521	0.833299	0.00432068		
1.86603	2.05263	0.82	0.3	0.5	258	256	1.3333	0	1.8287	80	0.2	-3.43775	-5.72959	-1.45814	-2.43024	12.2095	0.211172	1.34016	-6.31E-05	-0.000472709	0.00525033	0.229204	0.0515202	0.0674011	0.00103712	0.00137544	3.13E-05	0.28997	0.478941	0.0280671	1.6012	0.111202	0.564187	0.0486494	0.210703	0.194486	0.550718	0.189059	1.05641	0.0169251	0.927394	2.90919	0.111579	0.626354	0.0491299	0.216764	0.20022	0.577165	0.194945	1.04098	4.46614	2.95081	1.30652	0.754027	33.1331	-0.000275116	-0.0020624	0.384552	0.503089	0.437414	0.518378	0.0862292	0.0784379	1.09933	0.702981	1.02871	2.67764	1.01036	1.00218	0.900747	0.99022	0.972037	0.971363	0.954178	0.0583685		
1.86603	2.05263	0.82	0.3	0.5	258	256	1.3333	0	1.8287	80	0.2	-3.43775	-5.72959	-1.45814	-2.43024	12.2095	0.211172	1.55729	-6.37E-05	-0.000440626	0.00531017	0.258426	0.046283	0.0738966	0.000932401	0.00144751	3.20E-05	0.291513	0.450572	0.0284961	1.57174	0.112931	0.573986	0.0487383	0.230187	0.213023	0.600224	0.207034	1.04477	0.0173984	0.926735	2.89823	0.111365	0.57675	0.0426692	0.219906	0.204229	0.589725	0.198418	1.0381	4.4093	3.04832	1.49424	0.644139	29.1612	-0.000246374	-0.00170504	0.345461	0.551572	0.472062	0.536303	0.084912	0.0739821	1.14774	0.664323	1.02893	2.49357	1.00965	0.998405	0.995208	1.14224	1.04675	1.04306	1.0178	0.0596832		
2	2.2	0.82	0.3	0	256	256	1.3333	0	1.96	40	0.3	-6.48585	-8.80976	-1.44523	-2.40871	15.8097	0.265758	0.441422	1.07E-05	0.00294066	0.00115184	0.824449	0.00312466	0.0063425	0.00291059	0.00163261	8.37E-05	0.392613	0.914892	0.00384252	3.32396	0.119943	1.28005	0.0775748	0.777496	0.739105	2.4405	0.724263	1.03297	0.0102977	0.950611	3.47643	0.0708577	1.38579	0.0693205	0.844497	0.804849	2.72454	0.788095	1.02584	6.383	2.92936	0.504	1.78278	34.7547	1.30E-05	0.00356682	0	0	0	0	0.0606029	0.0500224	1.21152	0.705955	1.02049	1.64638	1.00828	1.00356	0.923698	1.11907	0.920662	0.918315	0.89575	0.0262286		
1.99875	2.19862	0.82	0.3	0.05	256	256	1.3333	0	1.9588	40	0.3	-4.48546	-6.80909	-1.44523	-2.40871	15.8229	0.279569	0.410666	1.32E-05	0.00232293	0.00108283	0.716198	0.0027787	0.00852505	0.00324521	0.00171669	8.36E-05	0.378649	0.971061	0.00703023	3.38054	0.117526	1.23555	0.0770368	0.681112	0.646695	2.10119	0.633005	1.03672	0.0104815	0.949314	3.43234	0.0732261	1.25807	0.0633443	0.667625	0.636556	2.1285	0.622101	1.0302	5.78804	2.23435	0.467603	1.89039	38.837	1.84E-05	0.00324342	0.222157	0.681578	0.578817	2.77949	0.0623502	0.0503503	1.23833	0.687601	1.02163	1.81402	1.00868	1.00469	0.982098	1.21616	1.0202	1.01593	0.987168	0.0276812		
